Идентификатор маршрута,Сокращенное наименование маршрута,Наименование маршрута,Тип маршрута,Тип транспорта,Круговой маршрут,Городской/Пригородный,Ночной
3320,1МБ,"А.С. ""ПР. МАРШАЛА ЖУКОВА"" - СТ. МЕТРО ""ЧЕРНЫШЕВСКАЯ""",3,Автобус,1,1,1
3321,2МА,"А.С. ""БАЛКАНСКАЯ УЛ."" - СУВОРОВСКАЯ ПЛОЩАДЬ""",3,Автобус,0,1,1
3322,4М,"Река Оккервиль-ст. м ""Александра Невского""",3,Автобус,0,1,1
3325,3МА,НАЛИЧНАЯ УЛ.  - УНИВЕРСИТЕТСКАЯ НАБ.,3,Автобус,0,1,1
3326,2МБ,"СТ. МЕТРО ""ПАРНАС"" - ТРОИЦКАЯ ПЛОЩАДЬ",3,Автобус,0,1,1
3327,3МБ,"ДВОРЦОВЫЙ ПРОЕЗД - СТ. МЕТРО ""РЫБАЦКОЕ""",3,Автобус,0,1,1
3333,4МА,"река Оккервиль- ст. метро ""Новочеркасская""",3,Автобус,0,1,1
3334,4 М,удалить,3,Автобус,0,1,0
3336,4МБ,"""СТ. МЕТРО ""АЛЕКСАНДРА НЕВСКОГО""  - СТ. МЕТРО ""СЕННАЯ ПЛ.""",3,Автобус,0,1,1
3331,5Мб,"ст.Сортировочная - ст.метро ""Адмиралтейская""",3,Автобус,0,1,1
3332,5Ма,"АС ""РЕПИЩЕВА УЛ."" - СТ. МЕТРО ""СПОРТИВНАЯ""",3,Автобус,0,1,1
3341,68А,СЧАСТЛИВАЯ УЛ. - УЛ. ПИОНЕРСТРОЯ,3,Автобус,0,1,0
3340,444,ржевка- деревня,3,Автобус,0,1,0
3342,Колпино,Колпино,3,Автобус,0,1,0
3344,GM,"АС ""Звездная ул."" - Автозаводская ул. - АС ""Звездная ул.""",3,Автобус,1,0,0
3361,К-4,"ст.метро ""Площадь Александра Невского"" - Синопская наб.(Единый центр документов)",3,Автобус,0,1,0
3362,К-6к,"Уральская ул. у Парка Декабристов-пл. Стачек, д. 5",3,Автобус,0,1,0
3401,101А,"Г.КРОНШТАДТ, 19-Й КВАРТАЛ ",3,Автобус,0,1,0
3421,122А,СТ. МЕТРО ПИОНЕРСКАЯ - КАМЫШОВАЯ УЛ.,3,Автобус,0,1,0
3422,84ш,Ж.-Д. СТАНЦИЯ ПЕСОЧНАЯ - ПОС. НОВОСЁЛКИ,3,Автобус,0,1,0
3423,57А,"АС ""МАЛАЯ БАЛКАНСКАЯ УЛ.""- СТ. МЕТРО ""БУХАРЕСТСКАЯ""",3,Автобус,0,1,0
3424,7А,УЛ. КОРАБЛЕСТРОИТЕЛЕЙ - МОСКОВСКИЙ ВОКЗАЛ,3,Автобус,0,1,0
3425,2С,СПЕЦИАЛИЗИРОВАННЫЙ МАРШРУТ,3,Автобус,0,0,0
3426,5С,СМОЛЬНЫЙ,3,Автобус,0,1,0
3427,135,"АЭРОДРОМНАЯ УЛ.- ОАО ""КЛИМОВ""",3,Автобус,0,1,0
3428,191А,"Р. ОККЕРВИЛЬ  - СТ. МЕТРО ""ПЕТРОГРАДСКАЯ""",3,Автобус,0,1,0
3429,24А,"ХАСАНСКАЯ УЛ. - СТ. МЕТРО ""ВАСИЛЕОСТРОВСКАЯ""",3,Автобус,0,1,0
3430,10 А,"А.С. ""КРЕСТОВСКИЙ ОСТРОВ"" - БАЛТИЙСКИЙ ВОКЗАЛ",3,Автобус,0,1,0
3432,135А,"А.С. ""КРЕСТОВСКИЙ ОСТРОВ"" - СТАНЦИЯ МЕТРО ""ПЛ. ВОССТАНИЯ""",3,Автобус,0,1,0
3465,В1,тестирование-тестирование,3,Автобус,0,1,0
3466,В1/1,тест-тест,3,Автобус,0,1,0
3526,1С-1,"ПР. ЭНГЕЛЬСА, 68 - СМОЛЬНЫЙ",3,Автобус,0,1,0
3487,5С-1,"УЛ. КОРАБЛЕСТРОИТЕЛЕЙ, 35 - СМОЛЬНЫЙ",3,Автобус,0,1,0
3506,5С-2,СМОЛЬНЫЙ - УЛ. КОРАБЛЕСТРОИТЕЛЕЙ,3,Автобус,0,1,0
3527,1С-2,"СМОЛЬНЫЙ - ПР. ЭНГЕЛЬСА, 68",3,Автобус,0,1,0
3528,118Б,Правильный вариант: 118А,3,Автобус,0,1,0
3546,3С,Специализированный маршрут,3,Автобус,0,0,0
3553,0,"А.С. ""КИРОВСКИЙ ЗАВОД"" - ПР. ГЕРОЕВ",3,Автобус,0,1,0
3548,Б/НОМЕРА,"Г. ПЕТЕРГОФ, УНИВЕРСИТЕТ - Г. ЛОМОНОСОВ, ВОКЗАЛ",3,Автобус,0,1,0
3587,тест1,тест1,3,Автобус,0,0,0
3606,200а,"СТ. МЕТРО ""ПРОСПЕКТ ВЕТЕРАНОВ"" - СТРЕЛЬНА, ГМА ИМ. АДМИРАЛА С.О.МАКАРОВА",3,Автобус,0,0,0
3608,302,КРАСНОСЕЛЬСКОЕ ШОССЕ - ГМА ИМ. АДМИРАЛА С.О. МАКАРОВА,3,Автобус,0,1,0
3609,303,КРАСНОСЕЛЬСКОЕ ШОССЕ - Ж.-Д. СТ. СТРЕЛЬНА,3,Автобус,0,1,0
3626,304,"НОВО-НАРВСКОЕ ШОССЕ - Ж.-Д. СТАНЦИЯ ""СТРЕЛЬНА""",3,Автобус,0,0,0
3666,184,"АС ""Московское шоссе"" - ст. м. Бухарестская",3,Автобус,0,1,0
3667,184,УЛ. ШАВРОВА - ШУВАЛОВСКИЙ ПР.,3,Автобус,0,1,0
3689,1111,Тест111,3,Автобус,0,1,1
3707,6А,"А.С. ""НАЛИЧНАЯ УЛ."" - ПЛ. ЛЕНИНА",3,Автобус,0,1,0
3708,118А,"А.С. ""УЛ. ПОДВОЙСКОГО""- СТ. МЕТРО ""ЛОМОНОСОВСКАЯ""",3,Автобус,0,1,0
3728,7776,7776,3,Автобус,0,0,0
3750,109Б,"Белоостровское шоссе- ст. метро ""Озерки""",3,Автобус,0,1,0
3770,4М/,река Оккервиль - ст. метро Адмиралтейская,3,Автобус,0,1,1
3771,3М/,"А/С ""Наличная ул."" - ст. метро ""Рыбацкое""",3,Автобус,0,1,1
3810,197,"АС ""Звездная ул."" - промзона Шушары - АС ""Звездная""",3,Автобус,1,1,0
3864,С-4,"СТ.МЕТРО ""УЛИЦА ДЫБЕНКО"" - СТ. МЕТРО ""СПАССКАЯ""",3,Автобус,0,1,0
4438,К-3 МЕГА,"ул. Дыбенко у Товарищеского пр. -  ТК ""МЕГА Дыбенко""",3,Автобус,0,1,0
4439,К-180,"г. Пушкин, Славянка - г. Пушкин, вокзал ",3,Автобус,0,1,0
4440,300А,"АС ""Кировский завод"" - боковой проезд Петергофского шоссе",3,Автобус,0,1,0
4476,8Х,Уткина Заводь - Херсонская ул.,3,Автобус,0,1,1
4578,51Б,ЗАВОД ЖЕЛЕЗОБЕТОННЫХ ИЗДЕЛИЙ № 1-УЛ. ГРИБАКИНЫХ,3,Автобус,0,1,0
4616,30АА,"РЖЕВСКАЯ ПЛ.- СТ. МЕТРО ""ЛАДОЖСКАЯ""",3,Автобус,0,1,0
4636,Центр 1,Центр 1,3,Автобус,0,0,1
4640,ВО ук,Васильевский остров  укор.,3,Автобус,1,0,1
4676,7,Проекты Елисеева,3,Автобус,0,1,0
4740,2Ч,"УЛ.СПОРТИВНАЯ - СТ.М.""ЧКАЛОВСКАЯ""",3,Автобус,0,1,0
4837,2Л,"Г.ЛОМОНОСОВ, ВОКЗАЛ - БРОНКА",3,Автобус,0,1,0
4916,25,"МАЛАЯ БАЛКАНСКАЯ УЛ. - СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""",3,Автобус,0,1,0
4981,S6,"СТАДИОН-СТ.МЕТРО ""ЧКАЛОВСКАЯ""",3,Автобус,0,0,0
5003,Sh2,ПЕСОЧНАЯ НАБЕРЕЖНАЯ - ГОРОДОК,3,Автобус,0,0,0
5004,Sh4,ПЕТРОВСКАЯ НАБ.-ГОРОДОК,3,Автобус,0,0,0
5021,186сп,ст.м Купчино,3,Автобус,0,0,0
5042,СП01,"АС ""МАЛАЯ БАЛКАНСКАЯ""- СТ. МЕТРО ""БУХАРЕСТКАЯ""",3,Автобус,0,1,0
5161,СП006,"УЛ, ГРИБАКИНЫХ-УЛ,СОВЕТСКАЯ,ТОСНО",3,Автобус,0,1,0
5181,6 сп ,"АС ""Александровская ферма""-м.ст.Площадь Александра Невского",3,Автобус,0,0,0
5344,209,"""Ул. Подвойского"" - Союзный пр.",3,Автобус,0,1,0
5381,406,"КРОНШТАДТ, ГРАЖДАНСКАЯ УЛ. - СНТ ""КРАСНОГОРСКИЕ ПОКОСЫ""",3,Автобус,0,0,0
3790,375,"г. Пушкин, АС ""Железнодорожная ул."" - микрорайон ""Славянка"", Ростовская ул.",3,Автобус,0,1,0
3731,14-А,"А.С.""КРЕСТОВСКИЙ ОСТРОВ"" - А.С. КРЕСТОВСКИЙ ОСТРОВ""",3,Автобус,1,1,0
3749,0,Проекты маршрутов Мельникова,3,Автобус,0,1,0
3832,199,"А.С.""КРЕСТОВСКИЙ ОСТРОВ"" - СПОРТИВНЫЙ КОМПЛЕКС ""СПАРТАК"" ",3,Автобус,0,1,0
3853,46/,"БЕЛООСТРОВСКАЯ УЛ. - ст. метро ""Горьковская""",3,Автобус,0,1,0
3854,49/,Двинская ул.- Садовая ул,3,Автобус,0,1,0
3861,С-5,"ст.метро ""Комендантский пр.- ст. метро ""Международная""",3,Автобус,0,1,0
3876,52А,"А.С.. ""ПР. КУЛЬТУРЫ"" - ПЛ. МУЖЕСТВА",3,Автобус,0,1,0
3895,0,Проекты маршрутов. Беляева.,3,Автобус,0,1,0
3935,30 А,"ж/д станция"" Ржевка""-ст. метро ""Ладожская""",3,Автобус,0,0,0
4035,374А,"АС ""Павловск"" - г.Колпино, Заводской пр.",3,Автобус,0,1,0
4056,328,"ПР.АЛЕКСАНДРОВСКОЙ ФЕРМЫ - Г.КОЛПИНО, ОБОРОННАЯ УЛ.",3,Автобус,0,1,0
4195,198,"АС ""УЛ. ЖЕНИ ЕГОРОВОЙ"" - СТАНЦИЯ МЕТРО ""ПАРНАС""",3,Автобус,0,1,0
4437,К-2 МЕГА,К-2 МЕГА,3,Автобус,0,1,0
4478,56Х,Малая Балканская - ст.метро Ломоносовская,3,Автобус,0,1,1
4483,114Х,Счастливая ул. - ст.метро Елизаровская,3,Автобус,0,1,1
4618,30А,УЛ. ПОДВОЙСКОГО-РЖЕВСКАЯ ПЛ.,3,Автобус,0,1,0
4876,1,"АС""Малая Балканская"" - ЗАГРЕБСКИЙ БУЛЬВАР",3,Автобус,0,0,0
4756,ПРОЕКТ,"Г. ЛОМОНОСОВ, ВОКЗАЛ - Ж.-Д. СТАНЦИЯ ""СТАРЫЙ ПЕТЕРГОФ""",3,Автобус,0,1,0
4936,74А СП,"АС ""МАЛАЯ БАЛКАНСКАЯ УЛ.""- СТ.МЕТРО ""БУХАРЕСТСКАЯ""",3,Автобус,0,0,0
4998,00Е,ст. метро Елизаровская - ст. метро Ломоносовская,3,Автобус,0,1,0
4996,1ЧМа,"СТ.МЕТРО ""ВЫБОРГСКАЯ"" - УЛ.СПОРТИВНАЯ",3,Автобус,0,0,0
5001,Sh1,"СТ.МЕТРО ""СПОРТИВНАЯ"" - ГОРОДОК",3,Автобус,0,0,0
5022,к-406,"Кронштадт, Гражданская улица - СНТ ""Красногорские Покосы""",3,Автобус,0,1,0
5102,4СП,АС Счастливая улица - Стадион Пингвин,3,Автобус,0,0,0
5103,СП003,"СТ. МЕТРО ""ЮЖНАЯ"" - РОСТОВСКАЯ УЛ. ",3,Автобус,0,1,0
5281,200Б,"АС ""КИРОВСКИЙ ЗАВОД"" - ЛЭМЗ",3,Автобус,0,1,0
5341,60А,"АС ""Пискарёвка"" - пл. Климова",3,Автобус,0,1,0
5342,201,"А.С. ""пр. Маршала Жукова"" - ст. метро ""Проспект Ветеранов""",3,Автобус,0,1,0
3732,14-Б,"А.С. ""КРЕСТОВСКИЙ ОСТРОВ"" - А.С. ""КРЕСТОВСКИЙ ОСТРОВ""",3,Автобус,1,1,0
3748,22/,улица Стасовой-Двинская улица,3,Автобус,0,1,0
3791,375А,"г. Павловск, Звериницкая ул. - микрорайон ""Славянка"", Ростовская ул.",3,Автобус,0,1,0
3813,38Т,38Т,3,Автобус,0,1,0
3976,60-К,"АС ""ПР. МАРШАЛА ЖУКОВА"" - АС ""КИРОВСКИЙ ЗАВОД""",3,Автобус,0,1,0
4162,39э,"СТ.М. МОСКОВСКАЯ - АЭРОПОРТ ""ПУЛКОВО 1""",3,Автобус,0,1,0
4215,388,"АС ЗВЁЗДНАЯ УЛ. - МИКРОРАЙОН ""СЛАВЯНКА"", РОСТОВСКАЯ УЛ.",3,Автобус,0,1,0
4255,51А(2),"АС ""УЛ. ГРИБАКИНЫХ""- СТ. МЕТРО ""РЫБАЦКОЕ""",3,Автобус,0,1,0
4375,155Б,"СТ. МЕТРО ""ПР. БОЛЬШЕВИКОВ""",3,Автобус,1,1,0
4335,155А,"ст. метро ""Большевиков""",3,Автобус,1,1,0
4415,1,АС Наличная ул. - Гостиный двор,3,Автобус,0,1,0
4441,К-389," Кирочная ул., д. 28, литера А, угол Мелитопольского пер.-пр. Мечникова, д. 36",3,Автобус,0,1,0
4477,12Х,ул. Подвойского - Рощинская ул.,3,Автобус,0,1,1
4486,154Х,ст.метро Старая Деревня - Камышовая ул.,3,Автобус,0,1,1
4556,8В,"АС ""ТРОИЦКОЕ ПОЛЕ""- СТ. МЕТРО ""ПЛ. АЛЕКСАНДРА НЕВСКОГО""",3,Автобус,0,1,0
4757,S1,"АЭРОПОРТ ""ПУЛКОВО"" - ПЛ.ВОССТАНИЯ",3,Автобус,0,0,0
5121,СП004,"СТ. МЕТРО ""СТАРАЯ ДЕРЕВНЯ""-СТ. МЕТРО ""СТАРАЯ ДЕРЕВНЯ""",3,Автобус,1,1,0
5141,5СП,АС Подвойского- ул. Коллонтай,3,Автобус,0,0,0
5204,СП230,"СЧАСТЛИВАЯ- Ж.-Д. СТАНЦИЯ ""СЕРГИЕВО""",3,Автобус,0,1,0
5322,329,"А.С. ""УЛ. ГРИБАКИНЫХ"" - СЛЕДСТВЕННЫЙ ИЗОЛЯТОР",3,Автобус,0,1,0
3863,С-3,"СТ. М. ""ПРИМОРСКАЯ"" - СТ. М. ""РЫБАЦКОЕ""",3,Автобус,0,1,0
3917,351А,"Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - Ж.-Д. СТ. СТАРЫЙ ПЕТЕРГОФ",3,Автобус,0,1,0
4435,К-1 МЕГА,К-1 МЕГА,3,Автобус,0,1,0
4479,77Х,АС Белорусская - ст.метро Ладожская,3,Автобус,0,1,1
4481,93Х,АС Лахтинский разлив - пр. Культуры пр.,3,Автобус,0,1,1
4496,200А,АС Кировский завод - ж/д ст. Новый Петергоф,3,Автобус,0,1,0
4917,56А СП,"АС "" МАЛАЯ  БАЛКАНСКАЯ""- СТ.М. ""ЕЛИЗАРОВСКАЯ""",3,Автобус,0,0,0
4978,6ЧМ,"ПЛ. ВОССТАНИЯ - АС ""КРЕСТОВСКИЙ ОСТРОВ""",3,Автобус,0,1,0
4997,S4,"СТ.МЕТРО ""ВЫБОРГСКАЯ"" - АС ""КРЕСТОВСКИЙ ОСТРОВ""",3,Автобус,0,0,0
5005,Sh3,АПТЕКАРСКАЯ НАБ. - ГОРОДОК,3,Автобус,0,0,0
5081,К-210А,"ОЛЬГИНО, ""КОННОЛАХТИНСКИЙ ПР."" - Ж.Д. СТАНЦИЯ ГОРСКАЯ",3,Автобус,0,0,0
5122,хаха,"хаснская ул.-ст. метро ""Бухарестская""",3,Автобус,0,1,0
5183,К-68а,"ул. Пионерстроя, д.31 - микрорайон Ленино",3,Автобус,0,1,0
3856,35а,Пр.Героев - Б. Новаторов,3,Троллейбус,0,1,0
1062,1,Хасанская улица - Ординарная улица,3,Троллейбус,0,1,0
1068,3,Улица Маршала Тухачевского - Балтийский вокзал,3,Троллейбус,0,1,0
1063,6,"Светлановский проспект - Метро ""Чёрная речка""",3,Троллейбус,0,1,0
1064,5,Конногвардейский бульвар - Тульская улица,3,Троллейбус,0,1,0
1065,7,Таллинская улица - Петровская площадь,3,Троллейбус,0,1,0
1066,8,Троллейбусный парк № 2 - Балтийский вокзал,3,Троллейбус,0,1,0
1067,4,Придорожная аллея - площадь Мужества,3,Троллейбус,0,1,0
1069,9,Улица Кораблестроителей - Ординарная улица,3,Троллейбус,0,1,0
1070,11,Улица Кораблестроителей - Тульская улица,3,Троллейбус,0,1,0
1072,10,Улица Кораблестроителей - Новгородская улица,3,Троллейбус,0,1,0
1071,13,Придорожная аллея - Светлановский проспект,3,Троллейбус,0,1,0
1073,14,Река Оккервиль - Площадь Александра Невского,3,Троллейбус,0,1,0
1074,15,Сызранская улица - Тульская улица,3,Троллейбус,0,1,0
1075,16,Улица Маршала Тухачевского - площадь Бехтерева,3,Троллейбус,0,1,0
1076,17,Казанский собор - Улица Костюшко,3,Троллейбус,0,1,0
1077,18,Таллинская улица - ж/д станция Ручьи,3,Троллейбус,0,1,0
1078,20,"Авангардная улица - cт. метро ""Нарвская""",3,Троллейбус,0,1,0
1079,21,Улица Жени Егоровой - площадь Мужества,3,Троллейбус,0,1,0
1080,22,Хасанская улица - площадьТруда,3,Троллейбус,0,1,0
1081,23,"Улица Шаврова - ст. метро ""Старая Деревня""",3,Троллейбус,0,1,0
1082,24,"Звёздная улица - ст. метро ""Московские ворота""",3,Троллейбус,0,1,0
1083,25,"Ст. метро ""Старая Деревня"" - улица Генерала Хрулёва",3,Троллейбус,0,1,0
1084,26,"Ж/д платформа Сортировочная - ст. метро ""Московские ворота""",3,Троллейбус,0,1,0
1085,27,Река Оккервиль - площадь Конституции,3,Троллейбус,0,1,0
1086,28,"Проспект Солидарности - метро ""Ломоносовская""",3,Троллейбус,0,1,0
1087,31,Северный проспект - проспект Добролюбова,3,Троллейбус,0,1,0
1088,29,Ж/д платформа Сортировочная - улица Солдата Корзуна,3,Троллейбус,0,1,0
1089,33,Проспект Солидарности - Суворовский проспект,3,Троллейбус,0,1,0
1090,34,"Тихорецкий проспект - ст. метро ""Петроградская""",3,Троллейбус,0,1,0
1091,35,Ж/д платформа Сортировочная - проспект Героев,3,Троллейбус,0,1,0
1092,37,"Улица Пионерстроя - Ст. метро ""Проспект Ветеранов""",3,Троллейбус,0,1,0
1093,38,Светлановский проспект - площадь Ленина,3,Троллейбус,0,1,0
1094,39,"Ст. метро ""Купчино"" - ст. метро ""Электросила""",3,Троллейбус,0,1,0
1095,36,"Ж/д платформа Сортировочная - ст. метро ""Электросила""",3,Троллейбус,0,1,0
1096,40,"Светлановский проспект - ст. метро ""Старая Деревня""",3,Троллейбус,0,1,0
1097,41,Улица Васи Алексеева - Проспект Героев,3,Троллейбус,0,1,0
1098,42,Платформа Сортировочная - Камчатская улица,3,Троллейбус,0,1,0
1099,43,Хасанская улица - Площадь Ленина,3,Троллейбус,0,1,0
1100,46,Авангардная улица - Автовский ДСК,3,Троллейбус,0,1,0
1101,50,Улица Шаврова - Тихорецкий проспект,3,Троллейбус,0,1,0
1102,48,Улица Васи Алексеева - Проспект Героев,3,Троллейбус,0,1,0
1103,45,Звёздная улица - проспект Героев,3,Троллейбус,0,1,0
1104,47,"Cт. метро ""Купчино"" - Малая Балканская улица",3,Троллейбус,0,1,0
1904,2,Улица Шаврова - Комендантская площадь,3,Троллейбус,0,1,0
1905,45А,пр. Героев - Б.Новаторов,3,Троллейбус,0,1,0
4537,32,Троллейбусный парк № 1 - проспект Героев,3,Троллейбус,0,1,0
4355,22А,"Хасанская улица - Метро ""Ладожская""",3,Троллейбус,0,1,0
4536,32,"Тихорецкий проспект - ст. метро ""Выборгская""",0,Трамвай,0,1,0
1105,6,Улица Кораблестроителей - площадь Ленина,0,Трамвай,0,1,0
1106,7,пр. Солидарности - ул. Коммуны,0,Трамвай,0,1,0
1107,9,"Проспект Мечникова - ст. метро ""Удельная""",0,Трамвай,0,1,0
1108,10,"ст. м. ""Ладожская""-Малая Охта",0,Трамвай,0,1,0
1109,8,ст.м. Ладожская - Хасанская ул.,0,Трамвай,0,1,0
1110,16,Карбюраторный завод - площадь Стачек,0,Трамвай,0,1,0
1111,19,Лахтинский разлив - Ж/д платформа Старая Деревня,0,Трамвай,0,1,0
1112,18,"Ст. метро ""Старая Деревня"" - Улица Шаврова",0,Трамвай,0,1,0
1113,20,пр.Культуры - пл. Ленина,0,Трамвай,0,1,0
1114,23,Проспект Солидарности - Боткинская улица,0,Трамвай,0,1,0
1115,24,"Cт. метро ""Рыбацкое"" - Перекупной переулок",0,Трамвай,0,1,0
1116,25,"Метро ""Купчино"" - улица Марата",0,Трамвай,0,1,0
1117,21,Придорожная аллея - Приморский проспект,0,Трамвай,0,1,0
1118,27,"Ст. метро ""Рыбацкое"" - Река Оккервиль",0,Трамвай,0,1,0
1119,29,Мясокомбинат - Трамвайный парк № 1,0,Трамвай,0,1,0
1120,47,ул.Шаврова - Удельный парк,0,Трамвай,0,1,0
1121,30,Ж/д станция Ржевка - Боткинская улица,0,Трамвай,0,1,0
1122,40,Тихорецкий проспект - улица Кораблестроителей,0,Трамвай,0,1,0
1123,36,Оборонная улица - улица Десантников,0,Трамвай,0,1,0
1124,38,"Проспект Мечникова - ст. метро ""Выборгская""",0,Трамвай,0,1,0
1125,А,р. Оккервиль - ул. Коллонтай,0,Трамвай,1,1,0
1126,57,Тихорецкий проспект - проспект Луначарского,0,Трамвай,0,1,0
1127,62,"М. Балканская ул. - ст.м. ""Купчино""  ",0,Трамвай,0,1,0
1128,100,Придорожная аллея - ж.-д. станция Ручьи,0,Трамвай,0,1,0
1129,65,р. Оккервиль - Невский завод,0,Трамвай,0,1,0
1130,64,"ст.м. ""Ладожская"" - ж.- д. станция Ржевка",0,Трамвай,0,1,0
1131,48,Лахтинский разлив - Ж/д ст. Кушелевка,0,Трамвай,0,1,0
1132,43,"Ст. метро ""Купчино"" - Московские ворота",0,Трамвай,0,1,0
1133,49,Малая Балканская улица - улица Марата,0,Трамвай,0,1,0
1134,51,Проспект Мечникова - Суздальский проспект,0,Трамвай,0,1,0
1135,45,"пр.Юрия Гагарина - ст.м. ""Купчино""",0,Трамвай,0,1,0
1136,52,"Сосновая Поляна - Завод ""Северная верфь""",0,Трамвай,0,1,0
1137,41,Улица Маршала Говорова - площадь Тургенева,0,Трамвай,0,1,0
1138,55,Придорожная аллея - ул. Шаврова,0,Трамвай,0,1,0
1139,56,"Завод ""Северная верфь"" - улица Маршала Казакова",0,Трамвай,0,1,0
1140,60,"Завод ""Северная верфь"" - улица Десантников",0,Трамвай,0,1,0
1141,59,"Cт. метро ""Ладожская"" - Улица Коммуны",0,Трамвай,0,1,0
1142,58,пр.Культуры - ул.Жени Егоровой,0,Трамвай,0,1,0
1143,61,"Суздальский пр. - ж. -д. станция ""Кушелевка""",0,Трамвай,0,1,0
1902,2,Приморский пр. - ст.м.Выборгская,0,Трамвай,0,1,0
1903,55А,"ул.Шаврова - ст.""Кушелевка""",0,Трамвай,0,1,0
1906,27А,"ст.""Рыбацкое"" - р.Оккервиль по Дыб.",0,Трамвай,0,1,0
3449,1,ул. Кораблестроителей - Детская ул.,0,Трамвай,0,1,0
3551,9 (2),пр. Мечникова - ст.м. Удельная,0,Трамвай,0,1,0
3646,3,пл. Репина-Сенная пл.,0,Трамвай,0,1,0
4235,39,"Трамвайный парк №7 - Станция метро ""Новочеркасская""",0,Трамвай,0,1,0
